Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret
raw image of ARL6IP5.png,6,506,84.333,0.141,255,46.129,0.491,0.756,15.745,263.500,320.167,109.672,10.163
